141,60000000.0,0.83,0.95,232,0.009081509,0.015159167,-0.022295004,0.0040228777,-0.01896403,0.020320509,0.020381056,-0.008035951,-0.0011951616,-0.025158042,0.00978269,-0.008335968,-0.021668345,-0.01827025,-0.008744792,0.028967587,-0.027198356,0.022718769,-0.026862746,0.0111652985
105,41500000.0,0.7,0.92,164,0.011023585,0.016609412,-0.026393984,0.0031794603,-0.022292648,0.024528895,0.024867203,-0.010197194,-0.0011778027,-0.03379148,0.013317538,-0.005733828,-0.024475653,-0.023969842,-0.009872343,0.0333693,-0.030740643,0.030611686,-0.03112627,0.0112337675
124,118000000.0,0.34,0.81,201,0.0052828365,0.013291435,-0.017405823,-0.0003241659,-0.012027949,0.018758517,0.01984984,-0.007016626,-2.2190008e-05,-0.017476749,0.0073410883,-0.0040711453,-0.019545041,-0.016210688,-0.009604155,0.02145413,-0.022873843,0.021333931,-0.021593435,0.007875858
158,61200000.0,0.58,0.59,328,0.00870859,0.011338362,-0.009266565,0.0044242684,-0.010634807,0.012945805,0.012080795,-0.0068232897,-0.0019101725,-0.0132291345,0.0040944987,-0.0016194356,-0.016295638,-0.010421934,-0.006686408,0.016578518,-0.01564484,0.01346442,-0.01463444,0.0011536705
116,147700000.0,0.4,0.9,264,0.0036646663,0.0018025404,-0.008797154,0.0064315978,-0.004797033,0.009809644,0.0038645566,-0.0026924189,2.3238948e-05,-0.005518638,0.004271811,-0.0025151975,-0.0111181345,-0.0023376907,-0.004070916,0.0052146306,-0.007959828,0.0068320413,-0.010125479,0.0017984023
141,573900000.0,0.56,0.84,313,0.0068154666,0.011073932,-0.019149417,0.0054446515,-0.0101739215,0.015370871,0.016937532,-0.005692787,0.0003529729,-0.017885687,0.005539102,-0.005962319,-0.015001351,-0.014185379,-0.005663175,0.021199748,-0.027880019,0.019856201,-0.018861383,0.007311323
127,156700000.0,0.52,0.91,232,0.009324844,0.01567676,-0.02018445,0.002770021,-0.016558705,0.021322126,0.017878506,-0.00853,-0.0011757849,-0.022986924,0.011063348,-0.0074147605,-0.023403838,-0.018868843,-0.010164558,0.02391019,-0.025120374,0.02138855,-0.024681069,0.007838594
142,515200000.00000006,0.51,0.86,527,0.008860065,0.008346869,-0.017783396,0.006984037,-0.013696425,0.014760081,0.011435001,-0.003266678,0.0002608614,-0.01737079,0.0075469,-0.0068253484,-0.018620005,-0.012106779,-0.007552041,0.020690111,-0.020336162,0.017265623,-0.01800318,0.006710063
126,103100000.0,0.54,0.76,340,0.0016563508,0.011434502,-0.01121327,0.0033365428,-0.0068056774,0.009306942,0.009128636,-0.006302135,0.00047997173,-0.010702603,0.0073095704,-0.006007357,-0.008660184,-0.0060072346,-0.00812712,0.014762046,-0.014810381,0.01343084,-0.01761487,0.0034391377
90,6900000.0,0.29,0.66,93,-0.0018445036,0.008543132,-0.011241277,-0.0007875899,-0.0064926166,0.007247903,0.0071303956,-0.0029566165,-0.0017793897,-0.004774643,0.008218136,-0.0043033594,-0.0044603962,-0.006575804,-0.00406604,0.0109455,-0.012355041,0.0076308637,-0.010600116,0.0011099966
92,4500000.0,0.32,0.62,114,0.00617684,0.008703273,-0.01233283,0.0022282994,-0.014304455,0.012462947,0.0086564105,-0.0046381704,-0.001669925,-0.0145361535,0.009718618,-0.0058835954,-0.0113274995,-0.013326159,-0.006931456,0.015620788,-0.012337414,0.014922333,-0.01394154,0.0065307817
157,164900000.0,0.47,0.77,412,0.008717942,0.015123717,-0.017033637,0.0017599097,-0.014885934,0.020663878,0.016619617,-0.008074337,-0.0001285985,-0.023605205,0.008339249,-0.0027148768,-0.023342783,-0.019361055,-0.010661861,0.027442105,-0.025631297,0.022112591,-0.024061805,0.0080718845
93,17100000.0,0.58,0.79,301,0.0051772776,0.011562148,-0.012845598,-0.002552652,-0.012487057,0.01091252,0.012493068,-0.008168049,0.0014084097,-0.013513109,0.00670305,-0.0020727627,-0.013086025,-0.009689015,-0.007476738,0.018683353,-0.014933764,0.0146146435,-0.015312847,0.0055879666
116,82600000.0,0.27,0.73,182,0.0032491358,0.0007454844,0.0009189216,-0.0002658739,0.0016642304,-0.0020247104,-0.00038316596,0.00061961863,-0.008263852,0.0071757915,-0.0014357594,0.0024643193,0.0021065963,0.0042851665,-0.0033420196,0.0019919998,-5.1726867e-05,0.0019142054,-0.0021126808,0.00051369076
147,376000000.0,0.29,0.77,403,0.0058486853,0.0063087433,-0.0033519466,0.0015509946,-0.002533463,0.0049241153,0.0017762205,-0.0020633843,-0.0070938915,-0.0045284643,0.0020600471,-0.0014061375,-0.0037264663,0.00081073085,0.0008807317,0.005025266,-0.007430589,0.0008304772,-0.007590301,0.0004935613
124,214500000.0,0.46,0.82,410,0.005821979,0.012886522,-0.011944836,0.0035789618,-0.01128799,0.016454794,0.016818518,-0.003974799,0.0007523041,-0.015442892,0.0019795748,-0.0054861144,-0.016354907,-0.013574876,-0.0064524007,0.016585402,-0.020522041,0.016969794,-0.017453043,0.006121002
93,31500000.0,0.36,0.65,128,0.003289909,0.015206936,-0.015293044,0.0027201367,-0.015801506,0.016308622,0.017539857,-0.006467088,9.472282e-05,-0.021639958,0.009158716,-0.004244057,-0.02193546,-0.014243766,-0.003983721,0.022762306,-0.02209345,0.020834316,-0.020359354,0.0040770895
114,6400000.0,0.51,0.82,151,0.0055007935,0.012412562,-0.013525711,0.0037908198,-0.013880915,0.013100695,0.015817305,-0.0071702674,-0.0022710967,-0.015295359,0.008455395,-0.005648736,-0.016476424,-0.013072367,-0.006322836,0.01960143,-0.02026835,0.013349703,-0.01795901,0.008272964
153,330200000.0,0.29,0.63,439,0.0038458353,0.011496296,-0.015280435,0.004541985,-0.0104606915,0.009825395,0.01154092,-0.0063055796,-0.0041351705,-0.015388769,0.009270796,-0.004900447,-0.013290636,-0.009597648,-0.008015038,0.0155231925,-0.016542854,0.01656962,-0.015618792,0.0066428846
103,16200000.0,0.14,0.7,124,0.001663925,0.0040382263,0.002200182,-5.8768437e-05,0.0008883478,0.000120528195,-0.001295003,0.0001801863,-0.004101154,0.002018708,0.0003649471,-0.0016811418,-0.005105856,0.0031040467,-0.0032014314,0.001674855,-0.0034512642,-0.0004262747,-0.010562884,-0.0015893031
97,464200.0,0.2,0.29,40,0.0103093805,0.018268498,-0.02801694,0.0051333923,-0.02676862,0.028908411,0.02860623,-0.011600857,0.00066362997,-0.03908541,0.013543078,-0.007854957,-0.030342983,-0.026114514,-0.010206021,0.03568728,-0.03716546,0.03471477,-0.034992587,0.012843721
131,37200000.0,0.4,0.8,183,0.010741616,0.015458226,-0.023086438,0.004477133,-0.018766439,0.021548083,0.02098263,-0.010926837,-0.0037216018,-0.026907323,0.012817383,-0.0064637777,-0.024018096,-0.021183735,-0.010594614,0.028623452,-0.027525777,0.026152715,-0.027649624,0.009982301
107,80100000.0,0.15,0.35,317,0.005125079,0.011956666,-0.012864421,0.0023019905,-0.007550039,0.012038938,0.011177196,-0.00908611,-0.0036326041,-0.010949056,0.0049078558,-0.0072296425,-0.017907245,-0.005207579,-0.009659148,0.01816433,-0.01816661,0.010424141,-0.020761138,0.007934488
119,4200000.0,0.45,0.82,102,0.009459954,0.017270805,-0.024711844,0.0020399932,-0.025349852,0.023990165,0.02666524,-0.009360691,0.003236657,-0.03021075,0.011641381,-0.007395865,-0.0255775,-0.02302549,-0.007384207,0.035056815,-0.032137375,0.030017318,-0.029473972,0.009802185
121,102000000.0,0.52,0.61,212,0.0025162804,0.011508747,-0.018660227,0.003929914,-0.012278038,0.01462002,0.015830627,-0.008938232,-0.0012621752,-0.016937884,0.007510801,-0.0018771031,-0.016699772,-0.01314238,-0.0045355507,0.022975534,-0.020294437,0.016869368,-0.020879168,0.0057500703
