Title,Runtime,Tomato Meter,Audience Score,No. Reviews,Genre,Embedding-0,Embedding-1,Embedding-2,Embedding-3,Embedding-4,Embedding-5,Embedding-6,Embedding-7,Embedding-8,Embedding-9,Embedding-10,Embedding-11,Embedding-12,Embedding-13,Embedding-14,Embedding-15,Embedding-16,Embedding-17,Embedding-18,Embedding-19
Geostorm,109,0.17,0.35,99,Action,0.0044403565,-0.0021683369,0.0072938586,-0.008010318,-0.002562243,-0.017675757,0.0008214633,-0.0035699594,0.011506158,0.020146567,0.006391479,0.008860158,0.005951817,-0.0018793341,-0.001978614,0.0140318945,0.022517074,-0.005336991,-0.015111031,-0.0022970361
Oblivion 2013,135,0.54,0.61,260,Sci-fi,-0.0016537141,0.0045847027,0.0053177937,-0.0010814879,0.011374448,-0.0035630383,0.00831654,-0.010191721,0.006133967,0.0030498118,0.0072017433,0.010260997,-0.000128657,0.0013437398,0.0074679935,-0.011672266,-0.011013748,-0.0031164177,-0.0042633824,-0.005686707
The Man From Toronto 2022,110,0.23,0.46,73,Action,-0.0026966091,-0.005467291,5.252417e-05,-0.02026332,-0.0018991356,-0.036388353,-0.0013152335,-0.00964619,0.0029206672,-0.0054277116,-0.006881316,0.013239123,0.007490131,-0.015610948,0.0016687795,0.012941974,-0.014523685,0.0070244283,-0.003302827,-0.0029308205
2012,158,0.39,0.47,246,Action,-0.0029058787,0.0010802075,0.009906948,-0.008159669,0.0024709764,-0.022244357,0.0011463037,-0.0012762714,0.012593413,0.008323918,-0.0025284332,-0.014752892,0.011369231,0.007033297,0.0039262897,0.013795845,0.016595062,-0.004119838,-0.009178305,0.0012079219
The Contractor 2022,103,0.44,0.72,88,Action,-0.004757593,0.013987562,-0.0125609655,-0.007285595,0.009709065,-0.008931415,0.0044191396,-0.002960975,-0.0012265813,-0.00190838,-0.0037728697,-0.005876883,0.0022965234,0.016415086,0.014582639,-0.01097975,-0.0013848401,0.0037155696,-0.00018494538,-0.014748255
Exodus Gods And Kings,150,0.31,0.35,211,Action,0.0009533394,-0.01823527,-0.00013456568,-0.00958817,0.005394666,-0.004723171,-0.0061387424,-0.0013563836,0.011067163,-0.0019460272,-0.019895386,-0.025158998,-0.0009696592,-0.00802169,-0.015774785,0.0005172446,0.00066094473,0.011665459,0.013096715,-0.006676901
Fantastic Four 2015,100,0.09,0.18,263,Action,-0.00064750155,-0.011027848,-0.020041196,0.0058106105,-0.0017352175,0.008328654,-0.0046794517,0.004867448,-0.0054987296,0.011645963,-0.012930753,0.0059260153,0.009551914,-0.007819076,0.00096523407,0.003090075,-0.001718772,-0.0049879933,-0.0049595195,0.02909854
2 Fast 2 Furious,108,0.37,0.5,161,Action,-0.006512334,-0.0034475126,-0.003157664,-0.012054051,-0.008480081,0.0017633267,0.009937957,0.008547135,-0.009370921,0.010058424,-0.0100724455,0.014457667,0.0024225165,-0.010426227,-0.013151127,0.0038099936,-0.013264842,0.012193677,-0.010908825,0.002622066
Top Gun,109,0.57,0.83,77,Action,0.0016581494,-0.001369827,0.006516665,0.002482674,0.0066562877,-0.0017552081,-0.0018687334,-0.017825108,-0.005499017,-0.0014983218,0.01677433,0.0064009177,0.009593445,0.008060384,0.012852907,0.0036809011,0.002370011,0.004695666,-0.007637103,-6.368528e-05
Knights Of The Zodiac,112,0.21,0.6,24,Fantasy,0.011046822,0.005714067,-0.00036901943,-0.0047346987,0.0023179068,-0.016807314,-0.0021410114,-0.0040566116,0.004638996,0.009046697,0.014534906,-0.008911125,-0.0035359554,0.0135968225,0.010679613,-0.008448775,0.021388214,-0.007106951,0.004670564,-0.020109128
Transformers The Movie,144,0.57,0.85,229,Action,0.012286618,-0.0071102716,-0.019630173,-0.0110820355,-0.0024004157,-0.010791911,-0.006696352,0.00753702,-0.00093117246,0.002050917,0.002948838,-0.011083785,0.012240705,-0.00064457336,-0.0050237235,0.015997743,-0.0035665962,-0.0016736308,-7.95288e-05,0.002109094
Jack Reacher Never Go Back,113,0.38,0.42,245,Action,0.009902087,0.0017750378,-0.003299009,0.0015612582,0.0050005,-0.00805269,0.003997555,-0.0149063,0.014446085,-0.0051131793,0.009121607,0.005977805,0.0062671243,0.012931747,0.008314574,0.005245972,-0.0027136207,0.010491354,-0.015748592,0.0017296054
The Island,136,0.4,0.63,200,Action,-0.004332117,-0.0064280154,-0.005458447,0.0014044229,0.0021089173,0.0018186402,-0.012886932,0.010269475,-0.0016411472,0.0038816985,0.0003601647,0.0015347669,-0.00038751282,0.004297301,0.0005608106,0.0031074702,-0.0089077,0.003176453,0.010969206,-0.0024502648
The First Purge,97,0.55,0.27,177,Action,0.0010136118,-0.0122840665,0.0022365344,-0.006902321,-0.0028319836,-0.0069160997,0.0054673865,-0.0042384663,-0.012412076,0.011980442,-0.0017249144,-0.00031538075,-0.008918794,0.013271878,0.001776974,0.008909024,-0.008939149,0.010800442,-0.014084227,-0.0026863322
The Mother 2023,116,0.43,0.62,114,Action,0.0022361265,-0.010327658,-0.005080269,-0.012918703,0.0050101085,-0.002856581,-0.00462,0.009051842,0.0025771044,-0.016101282,-0.019137563,-0.0059049856,0.010338785,-0.018659899,0.011079999,0.016024265,0.007002675,-0.008144723,-0.006257081,0.009658212
I Frankenstein,93,0.05,0.38,106,Fantasy,-0.000113769995,-0.006353294,-0.026248073,-0.008000459,0.0042472566,-0.017517949,-0.009189839,0.0020876504,-0.003612583,-0.0011614958,-0.008926028,-0.0065182997,0.0017786899,0.0031467497,-0.0018311304,0.0044178576,-0.014324295,-0.0027808186,0.00031602458,-0.0014544412
10011582-Tron Legacy,125,0.51,0.63,249,Sci-fi,0.017204016,-0.0044177687,0.008299354,0.0015176606,0.011837894,-0.034374405,0.015564191,0.008916341,0.0028843977,0.00827405,-0.0046206536,-0.004064124,-0.010279897,0.01049105,0.00987273,0.011864954,0.013584706,0.0073858425,0.0062384703,-0.0052831946
Hardcore Henry,95,0.51,0.55,147,Action,0.0020715373,-0.007228358,-0.0046433304,-0.0055279257,0.0015925642,-0.009209262,0.0015631691,-0.0017617833,0.0018228514,-0.0020691506,-0.0051189386,-0.014305601,-0.0036068405,-0.027988791,0.0002875734,-0.002296847,-0.014730635,0.007954763,0.003579237,-0.0071208603
The Forever Purge,103,0.49,0.78,162,Action,0.012721382,0.004992997,0.013928671,0.003464862,-0.0010955386,0.022971233,-0.012762874,-0.005891039,-0.0070542097,0.0007279081,-0.0042509115,-0.006468273,-0.0036786206,-0.012902926,-0.011243224,-0.021706637,0.009360721,-0.0035585773,-0.0031921933,-0.013175969
10009225-Body Of Lies,128,0.55,0.62,215,Drama,0.014124142,-0.0009473786,0.008029366,-0.004197958,-0.0006084349,0.0023774747,-0.0017489765,-0.00056267565,0.010685427,-0.0069895512,0.003247962,-0.006155792,0.00081215764,-0.0058423514,0.009450982,-0.013898808,0.006280066,-0.006829802,-0.0075087897,-0.016335925
Dark Phoenix,114,0.22,0.64,386,Action,0.00894838,-0.010640954,0.0036175423,0.008321021,-0.013082648,0.0009036135,0.018815508,-0.009660986,0.009083417,0.0040380955,-0.0136961695,-0.006994991,-0.007927498,0.004327989,0.01136295,0.0077964542,-0.0016977232,0.008228968,-0.0073912367,-0.0054180776
Clone Wars,98,0.19,0.4,172,Sci-fi,0.015191372,0.0015529223,0.009030918,-0.0038216978,-0.005357036,-0.01615143,0.015390685,-0.021711295,-0.0074015334,-0.015883043,0.017688492,0.008373121,-0.0030344888,-0.015233731,0.0017298823,-0.021036744,0.0008903604,0.008270816,0.0027494112,-0.0072498755
The Marksman 2021,107,0.38,0.83,110,Action,-0.0075651156,-0.0012835218,-0.0005467683,-0.0016312182,0.001378426,-0.0024664956,0.0044031045,0.00827955,-0.005713665,-0.006572614,-0.010750298,-0.0048257327,0.006382346,0.010692412,-0.004845223,0.0054492773,-0.0075186715,0.01724137,0.008009413,0.011719478
Transformers The Last Knight 2017,148,0.16,0.43,258,Action,0.003674293,-0.0006522501,0.004435683,0.014508598,3.6781235e-05,-0.009776357,0.005911349,-0.015336486,-0.005174901,0.014663386,-0.0028732396,0.0039599407,-0.0058953622,-0.0012496177,-0.009496878,0.010539658,0.013030648,0.0006920792,-0.004968328,-0.002426689
Day After Tomorrow,123,0.45,0.5,219,Action,0.016130824,0.0051762336,-0.005100699,-0.0062118247,0.016677072,-0.0067052953,-0.0023512372,-0.006358969,0.0028659762,0.0027917784,0.0033382208,0.004947294,-0.0016886514,0.004970118,-0.009294637,0.015713017,-0.015422737,0.008105705,-0.007375569,-0.0009809677
Pixels,106,0.18,0.46,206,Comedy,0.010759478,-0.014185769,-0.0081300195,0.00182021,0.0063127787,0.008698751,0.00056206883,-0.0067124637,-0.0018658265,0.0062467707,-0.00959234,-0.004901373,0.0001635123,-0.0015346191,-0.0020592287,0.00013658367,0.005173984,0.0058935033,-0.0066643506,0.006296958
The Amazing Spider Man 2,141,0.51,0.64,316,Action,-0.0072628697,-0.0053427415,-0.0017862367,-0.0005655816,0.00454438,-0.013771677,0.0060679577,-0.0026507815,0.009587288,-0.009251205,-0.0037175654,0.011746844,-0.00247525,0.0024608872,-0.0019617446,-0.0023763215,-0.0092182355,-0.0052496437,-0.02193475,0.002472437
Mob Land,112,0.5,0.77,34,Action,-0.010128679,-0.011197934,-0.013155088,-0.00022818623,0.0030813469,-0.0070750937,-0.0072151003,0.0035685436,0.009579129,-0.00028102688,-0.0038127694,0.012008084,-0.0026904282,-0.0047178236,0.010275913,0.017988816,-0.0035034143,0.0032724806,0.0039990568,-0.0021267305
Mission Impossible 2,123,0.56,0.42,155,Action,-0.0033860807,0.0095043555,-0.002511733,-0.0065944092,0.0202481,-0.0040164017,0.006064118,0.019064376,0.01892435,0.00095839036,-0.007330028,0.008775571,-0.0031724114,-0.0049856133,0.013848998,0.00404547,-0.0061043734,-0.0011930524,-0.020459112,0.012290934
A Team,118,0.49,0.66,220,Action,-0.011254916,-0.0054926253,0.0023851665,0.005080555,-0.0254389,-0.0022472348,-5.093785e-05,-0.016316663,-0.00014983435,-0.015593248,0.002449977,0.008995352,0.010830442,-0.01952407,0.0050297803,0.016183902,0.0016872864,-0.0009799774,0.004155086,-0.017071988
Tom Clancys Without Remorse,109,0.45,0.41,194,Action,-0.0047368845,-0.0032811365,0.021864733,-0.009744171,0.004495644,-0.0016076348,0.012251689,0.008839224,0.0007476532,-0.009276941,0.0053830054,0.0019668343,-0.011448078,-0.0039097774,-0.0126435105,-0.0035481297,0.016901778,0.0016314473,-0.016902762,-0.0042908043
National Treasure,130,0.46,0.76,179,Adventure,0.010901536,0.0021465863,0.013392299,0.0027338485,-0.0030229914,0.006489019,0.0013945524,0.0060489443,-0.0009630532,0.00020343196,-0.013899572,-0.010218755,-0.015554927,0.01500469,-0.0009944268,0.012486244,-0.0053037247,-0.0018374147,-0.013878415,-0.014189261
Transformers Age Of Extinction,165,0.18,0.5,216,Action,0.006354159,-0.007630506,-0.0015770387,0.006287428,0.0075589465,-0.008924114,-0.00017953217,-1.9608438e-05,0.011866661,0.0008207649,0.0049128765,0.011310609,-0.014830371,-0.017890353,0.007874634,0.01106175,-0.00094744714,-0.005392895,0.0046190573,-0.0010325711
Last Seen Alive,95,0.13,0.48,15,Action,0.013026212,-0.018994233,-0.0024290022,-0.0004694922,0.006171771,-0.018184163,-0.01629802,0.0062563107,0.01419725,-0.016148474,-0.0036896742,-0.009297293,0.0019313995,-0.0049161753,0.0014319984,0.019179387,-0.0052981037,-0.003993501,0.012350941,-0.0032374754
Taken 2 2012,92,0.22,0.52,173,Action,-0.004229712,-0.000697672,0.0043110014,0.016232248,-0.009292948,0.00048509295,0.0040887548,0.0031693443,-0.013045217,-0.009102591,-0.0077284537,0.0025877315,0.0058397218,-0.007248608,0.018339913,-0.0065504075,-0.011713726,0.0004805103,-0.021186506,0.0021241847
Van Helsing,132,0.24,0.57,224,Fantasy,0.017080408,0.0065886765,0.011150828,-0.010398137,0.008840704,0.0003386695,0.0037383344,-0.011516779,-0.008797921,-0.011719274,-0.0020189888,0.003046325,-0.009724686,-0.016694527,-0.005759361,0.0032687814,-0.0015540005,-0.0013140232,0.0052372767,0.007564607
Knight And Day,109,0.52,0.49,234,Action,0.010850489,0.0004334122,-0.003173877,0.007287345,-0.019424774,-0.0009428097,0.008518587,-0.0022626203,-0.005279676,-0.0030787396,-0.0057730107,0.006731664,-0.011002811,-0.0111076515,-0.001044444,-0.012619746,0.0015629254,0.015645089,-0.0054655126,-0.007576062
Muzzle,96,0.36,0.69,11,Action,-0.0062010214,0.0056517795,0.00839035,0.002148602,-0.021408772,-0.019367754,0.01480559,0.011256086,0.003650783,0.0049652783,-0.0072980546,0.00566122,-0.011014796,-0.0011863702,-0.001709591,-0.0029184443,0.011434463,-0.0013562322,-0.008429576,-8.0145895e-05
Transcendence 2014,119,0.19,0.37,229,Sci-fi,-0.0023475636,-0.0026664927,9.8214114e-05,0.004841204,-0.0029961145,-0.020170916,-0.014160695,-0.0034211092,0.0023468335,-0.0006720818,-0.0013243355,0.010665679,0.010319715,-0.008554352,-0.0016744736,-0.0027244196,0.00205757,0.004937498,0.006956294,0.00080762134
What Happened To Monday,123,0.59,0.67,37,Sci-fi,-0.0021331403,-0.013407484,0.0037367083,0.0068274364,-0.0019679163,-0.0070061916,-0.0085855555,-0.010514313,0.013873562,0.0010589506,0.00096152595,-0.0039509274,0.00022350755,-0.009263908,0.0028234937,-0.0007103618,0.009582621,-0.01482296,0.0035291486,0.011335832
The Old Way,95,0.32,0.7,59,Western,-0.013327556,0.0076839915,-0.006448011,-0.0040907413,-0.0075902767,0.018103411,-0.0071468586,0.022256678,0.00831271,0.0012890622,-0.008590068,0.011352769,-0.01080746,0.0006979721,-0.0056290957,0.019498061,0.009282922,-0.004748932,-0.0032923338,-0.01587324
Jupiter Ascending 2014,127,0.28,0.38,277,Sci-fi,0.0020172975,0.01740792,0.008677783,-0.0009775147,0.009250665,-0.0014521476,-0.010697317,0.011254132,0.0020420146,0.01036216,-0.0015252295,0.01617765,-0.003948401,0.0065360465,0.0010223236,-0.0013547842,-0.0075187488,0.0036693462,0.008420437,0.012131312
The Black Demon,100,0.28,0.77,39,Mystery & thriller,-0.0040871077,0.0023426046,0.0021715495,-0.013863934,0.0034048609,0.0048768525,0.0044595283,0.025864527,-0.0017854463,0.004449454,-0.016746704,0.012160821,0.00093739445,-0.0015007344,-0.0026693784,0.004444202,-0.014328212,-0.010012558,0.0056480234,0.0060096434
The School For Good And Evil,149,0.37,0.66,67,Drama,-0.0024029452,-0.0070458474,-0.0016717057,0.0029066019,0.014124988,-0.021599844,0.0015730076,0.0009444665,0.011728737,0.006303916,-0.009217007,0.00078938424,0.0050862967,0.00910306,0.0061141066,-0.0077943937,0.00333993,-0.013083449,-0.0037483252,-0.014463218
Lost World Jurassic Park,134,0.54,0.51,83,Adventure,0.00479751,-0.0021612805,0.0073036617,-0.0077355215,-0.004161667,0.008973751,-0.0023569611,0.013532812,0.0017135345,0.01565546,0.010122488,-0.0017374421,0.0031980332,-0.01744266,-0.0053691133,0.0046132477,0.0011623828,0.011133191,0.016395602,-0.0062163845
Homefront,100,0.42,0.61,117,Action,-0.0038407235,-0.005775903,-0.0033957786,-0.010152873,0.007908696,-0.011245953,-0.01743352,-0.002419776,-0.0041873073,-0.0013625256,-0.009520015,-0.00038429015,-0.007143202,0.009450719,0.008975158,0.008844884,-0.0035844531,-0.018195312,-0.0071858643,-0.014273149
After Earth,100,0.12,0.36,213,Sci-fi,0.0055195163,-0.004141935,-0.009267998,-0.0030204684,-0.0039190208,-0.0049752546,-0.01111031,0.01447084,0.002204194,-0.0031017186,0.0027990516,-0.020619709,0.0075202063,-0.024630088,-0.009336339,0.006502828,-0.010148411,0.008626712,0.0047309785,0.02177127
Baywatch 2017,116,0.17,0.58,245,Comedy,0.0076915273,-0.0016400553,0.009500739,0.008684583,-0.001500892,-0.020271745,-0.0012541008,-0.002281757,0.0011990697,0.0028801525,0.02164102,0.010840798,-0.0041049654,0.004768085,0.025553923,0.018714854,0.0013458859,-6.151218e-05,-0.00041107164,-0.0010637704
Terminator Genisys,126,0.26,0.52,279,Sci-fi,0.0063371947,-0.005262257,-0.0198209,-0.0046780515,0.00030517243,-0.0043225316,0.0049667684,-0.00978009,0.0055344487,0.0029918193,0.009995164,0.016842233,-0.0029202334,-0.0039079348,0.0118855,0.013250602,0.0011368154,-0.0021868325,-0.00050376076,0.004528134
Were The Millers,110,0.48,0.76,159,Comedy,-0.006974548,-0.009080905,-0.004251246,-0.009957415,-0.0006699143,-0.020721853,0.023233209,-0.009235291,-0.014920232,0.0009555727,-0.0028485707,-0.01032724,-0.0071562617,0.0008146926,0.0016450484,-0.003224086,-0.0065449104,0.013484018,-0.0011026539,0.0010352526
Taken 3,109,0.13,0.43,124,Action,-0.015866306,0.01350241,-0.0026881963,0.018427916,-0.004960369,-0.0070328787,0.016069975,0.00723062,-0.0039015661,-0.0068135485,-0.0093366485,-0.0030307241,-0.0034967188,0.0019417361,0.0034268505,0.0037249129,0.00502034,-0.0021731977,-0.014922919,0.0008007016
Ransomed 2023,132,0.89,0.71,9,Drama,0.00085543765,-0.005767527,-0.00538519,-0.0025540707,-0.010504795,-0.0057211253,-0.0046021976,0.0005185649,0.0026824835,-0.018218685,0.0009304907,-0.0094679985,-0.0063314186,0.0046634465,0.008394579,0.007696092,0.0014125571,0.00782232,0.013168377,0.0073112724
Badland Hunters,107,0.72,0.57,18,Action,0.013924027,-0.020957436,-0.010655594,0.0002994704,-0.0019171765,-0.006489276,0.009662493,0.0025318458,-0.0027063643,0.0012845139,0.028180044,-0.009458641,-0.004730658,-0.009045517,0.005651993,0.0012141705,-0.006479843,-0.002287838,-0.003708357,0.015278412
The Creator 2023,133,0.66,0.76,316,Sci-fi,0.00077275594,-0.010224763,0.0001808174,0.0027350325,0.005256692,-0.013906181,0.0133074075,-0.00084434415,-0.008997495,0.0032710508,0.0035797232,0.019705962,0.009332215,-0.0077267857,0.00673549,0.0035363194,-0.006038317,-0.0025617648,-0.0026295078,0.011971338
Concrete Utopia,130,1.0,0.78,54,Action,-0.010918195,-0.0080849845,-0.009165518,-0.0032188862,0.010067446,-0.0047242627,-0.003677059,-0.0038289079,-0.0041605313,-0.0011147726,0.0010671731,-0.0065284395,-0.005292705,4.7921574e-05,0.009580609,0.002273399,0.005712987,0.005108673,0.001358212,0.0036306959
Mission Impossible Dead Reckoning Part One,163,0.96,0.94,430,Action,-0.0069301403,0.0026933232,0.00089611905,-0.00806169,0.0076923915,-0.009571856,-0.016394222,-0.005184767,0.0069919834,0.007741568,-0.006655135,0.03644123,-0.013207793,1.5597418e-05,0.030868247,0.012013385,-0.0018038402,-0.009828329,-0.016741201,0.016062636
The Marvels,105,0.62,0.82,351,Action,0.0018335811,-0.0057414947,0.012391612,-0.008192303,0.0027215849,-0.005574103,-0.007880373,-0.0048811873,-0.004181738,0.0048614163,0.0014026159,-0.00032597818,0.003119296,-0.0012125375,0.0049957917,0.00064083486,-0.020976365,0.012426259,0.0028729532,0.010760481
The Hunger Games The Ballad Of Songbirds And Snakes,157,0.64,0.89,233,Action,0.0020003489,-0.006430314,0.0014258751,0.007581584,0.0032971036,-0.0057094228,0.004129567,-0.016790431,-0.0004478447,0.011160165,0.006080666,0.0006764632,-0.0134692,0.013191981,0.016992617,-0.004095917,0.0073252968,0.0064454926,-0.0077450043,-0.0014915086
Brawl In Cell Block 99,132,0.9,0.74,98,Action,0.0022496923,0.0021732734,-0.005141643,-0.013141577,-0.0062230076,-0.022421652,-0.0003900556,-0.007011488,-0.0034853513,-0.0058667194,-0.006072669,-0.007023178,-0.012895832,0.00048320368,0.0058460375,-0.002035702,0.014353519,-0.018990252,-0.014378878,0.0074222437
Dune 2021,155,0.83,0.9,509,Sci-fi,-0.01565146,-0.0029882982,-0.005174426,-0.00059033965,-0.013650487,0.0014268567,0.002451601,-0.0015389745,-0.0019938338,0.00051219313,-0.007102893,-0.019439677,0.00577054,-0.0047889343,-0.0054871463,-0.00017452092,0.0011488219,0.013120507,0.0043512634,0.00037688352
The Killer 2023,118,0.86,0.61,284,Mystery & thriller,0.0021098019,-0.0050755,-0.005154208,-0.010303825,0.010786329,-0.016943567,-0.0059740813,0.0006467458,0.014331579,-0.00018306561,-0.005953846,0.0023694262,0.004379632,0.01277974,-0.0026241983,0.016355768,0.007123336,-0.01231327,0.0037267879,0.005557976
Indiana Jones And The Dial Of Destiny,144,0.7,0.88,419,Adventure,-0.01274693,-0.0038772118,-0.004713022,-0.0037393712,0.00075441564,0.0037788514,-0.018482637,0.012099225,-0.004663656,-0.00032182038,0.005483063,-0.009912303,0.012069724,0.002770109,0.0005917883,-0.0054424405,-0.0010626729,0.012260804,0.009257984,0.0027871872
The Equalizer 3,109,0.76,0.94,167,Action,0.014793605,0.016092375,0.00043322743,-0.007778424,-0.0038680783,-0.014771883,-0.0061030877,-0.009250186,-0.0019411996,-0.0031884082,-0.0073002228,0.00030150902,-0.005254825,-0.010880611,0.0021295506,-0.009469102,-0.0065630907,-0.0043415814,0.016038828,-0.0011327851
The Lost City,112,0.79,0.83,273,Romance,-0.010078743,0.0027784891,0.013392498,0.0012182553,0.013716938,-0.01221977,-0.023255443,0.0027874876,0.009876432,0.003310272,0.0075068017,0.0023800838,-0.0010462239,-0.000225922,-0.0072523607,-0.014098669,-0.0013169557,-0.014146367,0.0010627065,0.001966232
Gran Turismo Based On A True Story,135,0.65,0.98,227,Action,0.011664332,-0.0050535416,-0.0030115626,-0.005423035,0.00772578,-0.027367022,0.01176444,-0.011242246,0.0062827603,0.0029527084,0.0062938677,-0.00084238703,0.0033588342,0.0077121845,0.010773535,-0.009708749,0.0011509635,0.0025608304,-0.0117286425,-0.012010532
